CGPA,Attendance,Behaviour,Performance,CO,PO,Recommendation,Student_ID,Suggestions
8.56,100.0,1,Excellent,85,76.5,Keep up the good work,962,Excellent work! Try advanced learning
7.66,100.0,1,Average,55,49.5,Maintain current performance,963,Practice regularly and improve weak areas
8.07,77.0,1,Excellent,85,76.5,Keep up the good work,964,Excellent work! Try advanced learning
7.43,85.0,1,Average,55,49.5,Maintain current performance,965,Practice regularly and improve weak areas
8.65,100.0,1,Excellent,85,76.5,Keep up the good work,966,Excellent work! Try advanced learning
6.96,89.0,1,Average,55,49.5,Maintain current performance,967,Practice regularly and improve weak areas
8.94,68.0,1,Good,70,63.0,Maintain current performance,968,Keep consistency and aim higher
7.47,90.0,1,Average,55,49.5,Maintain current performance,969,Practice regularly and improve weak areas
6.36,87.0,1,Average,55,49.5,Maintain current performance,970,Practice regularly and improve weak areas
7.6,86.0,1,Average,55,49.5,Maintain current performance,971,Practice regularly and improve weak areas
6.96,80.0,1,Good,70,63.0,Maintain current performance,972,Keep consistency and aim higher
8.17,95.0,1,Excellent,85,76.5,Keep up the good work,973,Excellent work! Try advanced learning
6.98,100.0,1,Average,55,49.5,Maintain current performance,974,Practice regularly and improve weak areas
7.14,100.0,1,Average,55,49.5,Maintain current performance,975,Practice regularly and improve weak areas
5.99,100.0,1,Average,55,49.5,Focus on weak subjects,976,Practice regularly and improve weak areas
7.14,97.0,1,Average,55,49.5,Maintain current performance,977,Practice regularly and improve weak areas
5.56,30.0,1,Poor,40,36.0,"Improve study habits, Attend extra classes, Increase attendance, Focus on weak subjects",978,Focus on basics + attend remedial classes
6.23,90.0,1,Average,55,49.5,Maintain current performance,979,Practice regularly and improve weak areas
8.11,87.0,1,Excellent,85,76.5,Keep up the good work,980,Excellent work! Try advanced learning
8.13,100.0,1,Excellent,85,76.5,Keep up the good work,981,Excellent work! Try advanced learning
7.84,100.0,1,Average,55,49.5,Maintain current performance,982,Practice regularly and improve weak areas
6.73,43.0,1,Average,55,49.5,Increase attendance,983,Practice regularly and improve weak areas
7.46,70.0,1,Good,70,63.0,Maintain current performance,984,Keep consistency and aim higher
7.5,76.0,1,Good,70,63.0,Maintain current performance,985,Keep consistency and aim higher
6.57,54.0,1,Average,55,49.5,Increase attendance,986,Practice regularly and improve weak areas
8.7,100.0,1,Excellent,85,76.5,Keep up the good work,987,Excellent work! Try advanced learning
8.2,60.0,1,Good,70,63.0,Maintain current performance,988,Keep consistency and aim higher
7.32,90.0,1,Average,55,49.5,Maintain current performance,989,Practice regularly and improve weak areas
7.52,77.0,1,Good,70,63.0,Maintain current performance,990,Keep consistency and aim higher
7.67,100.0,1,Average,55,49.5,Maintain current performance,991,Practice regularly and improve weak areas
5.87,100.0,1,Average,55,49.5,Focus on weak subjects,992,Practice regularly and improve weak areas
7.3,100.0,1,Average,55,49.5,Maintain current performance,993,Practice regularly and improve weak areas
6.95,100.0,1,Average,55,49.5,Maintain current performance,994,Practice regularly and improve weak areas
6.7,100.0,1,Average,55,49.5,Maintain current performance,995,Practice regularly and improve weak areas
7.28,90.0,1,Average,55,49.5,Maintain current performance,996,Practice regularly and improve weak areas
8.94,100.0,1,Excellent,85,76.5,Keep up the good work,997,Excellent work! Try advanced learning
8.01,78.0,1,Excellent,85,76.5,Keep up the good work,998,Excellent work! Try advanced learning
7.04,100.0,1,Average,55,49.5,Maintain current performance,999,Practice regularly and improve weak areas
7.96,71.0,1,Good,70,63.0,Maintain current performance,1000,Keep consistency and aim higher
