Student_ID,University Admission year,Gender,Age,H.S.C passing year,Program,Current Semester,Do you have meritorious scholarship ?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you use University transportation?,How many hour do you spent daily in social media?,Status of your English language proficiency,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What are the skills do you have ?,How many hour do you spent daily on your skill development?,What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,Do you have any physical disabilities?,How many Credit did you have completed?,What is your monthly family income?,CGPA,Internships,Placed,Salary (INR LPA)
410,2021,Male,21,2019,BCSE,5,No,2,1,Online,Yes,Yes,1,Intermediate,98,No,No,No,Programming,6,Software,Single,No,Bachelor,No,No,54,62488,7.91,4,Yes,23.97
411,2022,Female,20,2020,BCSE,2,No,3,1,Offline,Yes,Yes,1,Advance,100,No,No,Yes,Programming,2,Software,Single,No,Family,No,No,11,50000,8.07,1,Yes,25.18
412,2020,Female,21,2019,BCSE,8,No,6,2,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,Web development,3,Software,Single,No,Family,No,No,85,60000,6.6,2,Yes,15.46
413,2022,Male,19,2020,BCSE,1,No,4,2,Offline,Yes,Yes,2,Basic,90,No,No,No,Programming,1,Artificial Intelligence,Relationship,No,Bachelor,No,No,14,24000,6.27,1,Yes,29.55
414,2021,Female,21,2020,BCSE,2,Yes,4,2,Offline,Yes,No,2,Intermediate,100,No,No,Yes,Programming,12,Software,Single,Yes,Bachelor,No,No,11,30000,8.52,3,No,0.0
415,2020,Male,22,2019,BCSE,6,No,4,3,Offline,Yes,Yes,4,Advance,85,No,No,Yes,Programming,3,Data Science,Relationship,No,Family,No,No,70,20000,7.77,1,Yes,24.24
416,2021,Male,20,2020,BCSE,3,No,2,1,Offline,Yes,Yes,3,Basic,90,No,No,No,Web development,2,Software,Single,No,Bachelor,No,No,23,20000,6.9,0,No,0.0
417,2022,Male,20,2020,BCSE,2,Yes,3,2,Offline,Yes,Yes,2,Advance,90,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,No,13,40000,8.74,2,Yes,23.89
418,2020,Female,19,2019,BCSE,8,Yes,4,1,Offline,Yes,Yes,2,Advance,90,No,No,No,Programming,3,Data Science,Single,No,Bachelor,No,No,87,30000,7.59,1,Yes,23.19
419,2021,Male,20,2020,BCSE,2,No,2,1,Offline,Yes,Yes,3,Basic,100,Yes,No,Yes,Web development,1,Software,Single,No,Bachelor,No,No,11,20000,8.44,3,Yes,7.07
420,2022,Female,20,2018,BCSE,1,No,2,2,Offline,Yes,No,4,Intermediate,95,No,No,Yes,Networking,0,Software,Single,No,Bachelor,Yes,No,0,50000,7.55,3,Yes,8.87
421,2019,Female,20,2019,BCSE,9,No,3,3,Offline,Yes,Yes,1,Intermediate,99,No,No,No,Web development,4,Software,Single,Yes,Family,No,No,101,40000,9.15,1,Yes,15.53
422,2022,Female,21,2020,BCSE,2,No,4,2,Online,Yes,Yes,2,Basic,95,Yes,No,Yes,Programming,4,Software,Single,Yes,Bachelor,Yes,No,11,30000,8.9,3,Yes,10.13
423,2022,Female,22,2020,BCSE,2,Yes,4,1,Offline,Yes,Yes,2,Basic,98,No,No,No,Programming,2,Artificial Intelligence,Engaged,No,Bachelor,Yes,No,11,20000,7.3,4,Yes,14.21
424,2022,Female,21,2020,BCSE,1,No,3,2,Offline,Yes,Yes,1,Advance,99,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,No,11,80000,8.28,4,Yes,26.99
425,2021,Female,20,2020,BCSE,2,Yes,4,1,Offline,Yes,Yes,3,Intermediate,98,No,No,Yes,Programming,3,Software,Married,Yes,Family,No,No,11,60000,8.02,4,No,0.0
426,2021,Male,22,2019,BCSE,2,Yes,3,3,Offline,Yes,Yes,2,Intermediate,90,No,No,No,Web development,4,Software,Relationship,No,Bachelor,No,No,12,20000,8.59,0,Yes,25.26
427,2021,Male,20,2020,BCSE,3,Yes,4,1,Online,Yes,Yes,1,Basic,80,Yes,No,Yes,Web development,2,NETWORKING,Single,Yes,Bachelor,No,Yes,35,40000,6.73,1,No,0.0
428,2022,Male,21,2019,BCSE,2,Yes,3,3,Offline,Yes,Yes,4,Intermediate,90,Yes,No,Yes,Data entry,0,Software,Single,Yes,Bachelor,Yes,No,11,35000,8.05,0,No,0.0
429,2022,Male,21,2020,BCSE,1,No,4,2,Offline,Yes,Yes,1,Intermediate,100,No,No,Yes,Communication,2,Software,Single,No,Family,No,No,0,30000,8.35,3,No,0.0
430,2020,Male,23,2018,BCSE,8,No,0,3,Offline,Yes,No,3,Intermediate,70,No,No,No,Web development,6,Software,Single,No,Family,No,No,70,20000,6.09,0,Yes,20.01
431,2018,Female,24,2016,BCSE,13,No,2,1,Online,Yes,Yes,1,Intermediate,90,No,No,Yes,Networking,2,Hardware,Engaged,No,Bachelor,Yes,No,140,62488,6.55,3,No,0.0
432,2022,Male,20,2020,BCSE,3,No,2,2,Offline,Yes,Yes,3,Basic,87,No,No,Yes,Programming,1,Software,Single,No,Family,Yes,Yes,11,35000,5.87,3,Yes,26.17
433,2022,Female,21,2020,BCSE,1,Yes,3,2,Online,Yes,No,8,Basic,98,No,No,No,Programming,1,Software,Single,Yes,Family,Yes,Yes,11,100000,7.28,2,Yes,24.16
434,2020,Male,23,2020,BCSE,3,Yes,4,2,Offline,Yes,Yes,2,Basic,100,No,No,No,Web development,6,Software,Single,Yes,Bachelor,No,No,23,15000,8.07,4,Yes,14.58
435,2022,Male,22,2020,BCSE,2,Yes,2,1,Offline,Yes,Yes,8,Basic,90,No,No,No,Programming,3,Software,Single,No,Bachelor,Yes,No,12,10000,8.7,3,No,0.0
436,2022,Male,20,2020,BCSE,2,Yes,2,1,Offline,Yes,Yes,10,Basic,90,No,No,No,Programming,3,Software,Single,No,Bachelor,No,No,12,30000,7.56,2,Yes,8.43
437,2022,Male,20,2020,BCSE,2,Yes,4,2,Offline,Yes,Yes,1,Intermediate,95,No,Yes,Yes,Programming,2,Software,Single,Yes,Bachelor,No,No,11,40000,8.8,4,No,0.0
438,2022,Male,22,2016,BCSE,2,Yes,2,2,Online,Yes,Yes,1,Basic,80,No,No,Yes,Programming,3,NETWORKING,Relationship,Yes,Family,No,No,11,30000,6.4,3,Yes,16.88
439,2021,Male,22,2020,BCSE,3,Yes,3,2,Online,Yes,Yes,1,Intermediate,75,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,No,25,100000,6.14,3,No,0.0
440,2019,Male,22,2018,BCSE,11,No,6,2,Offline,Yes,Yes,2,Intermediate,90,Yes,No,Yes,Web development,2,Software,Relationship,No,Bachelor,No,No,111,50000,7.46,0,No,0.0
441,2021,Male,21,2020,BCSE,5,Yes,5,1,Offline,No,Yes,3,Intermediate,88,No,No,Yes,Web development,3,Software,Single,Yes,Bachelor,Yes,No,49,30000,7.81,0,Yes,22.88
442,2019,Male,25,2017,BCSE,11,No,1,1,Offline,Yes,Yes,1,Intermediate,90,No,No,No,Web development,4,Software,Single,No,Family,No,No,124,50000,7.47,4,No,0.0
443,2022,Male,19,2021,BCSE,1,Yes,4,3,Offline,Yes,Yes,3,Advance,100,No,No,Yes,Web development,1,Software,Single,No,Bachelor,Yes,No,0,40000,5.85,3,Yes,14.78
444,2021,Female,21,2019,BCSE,3,Yes,2,2,Online,Yes,Yes,2,Intermediate,85,No,No,Yes,Programming,1,Software,Single,No,Family,No,No,23,25000,7.43,1,Yes,21.0
445,2020,Male,19,2019,BCSE,2,Yes,3,2,Offline,Yes,Yes,1,Basic,100,No,No,Yes,Programming,1,Software,Single,No,Family,No,No,12,40000,6.46,0,Yes,5.55
446,2021,Female,22,2020,BCSE,4,Yes,5,2,Offline,Yes,Yes,2,Intermediate,88,No,No,Yes,Programming,3,Software,Single,Yes,Family,No,No,23,35000,8.04,4,Yes,23.2
447,2022,Female,20,2020,BCSE,1,Yes,0,2,Online,Yes,Yes,3,Basic,97,No,No,No,No skills,1,Software,Single,No,Family,Yes,Yes,0,35000,7.79,3,Yes,24.94
448,2022,Male,20,2020,BCSE,2,Yes,1,1,Online,Yes,Yes,5,Basic,80,Yes,No,No,No Skill,0,Software,Single,No,Family,No,No,11,40000,6.75,3,Yes,22.08
449,2022,Male,19,2021,BCSE,1,Yes,4,2,Offline,Yes,Yes,5,Basic,85,No,No,Yes,No Skill,0,Software,Single,Yes,Bachelor,No,No,0,50000,7.09,1,Yes,29.12
450,2021,Male,22,2019,BCSE,4,Yes,2,1,Offline,Yes,Yes,3,Intermediate,80,No,No,Yes,Programming,2,Data Science,Single,Yes,Family,No,No,39,50000,6.65,4,No,0.0
451,2021,Female,20,2020,BCSE,4,Yes,1,1,Offline,Yes,No,2,Intermediate,100,No,No,No,Programming,0,Data Science,Single,No,Family,No,No,25,80000,7.45,3,No,0.0
452,2021,Male,21,2019,BCSE,4,Yes,1,2,Online,Yes,Yes,2,Intermediate,80,No,No,Yes,Web development,4,Software,Single,Yes,Bachelor,No,No,49,40000,8.26,0,No,0.0
453,2019,Female,24,2016,BCSE,10,No,4,2,Offline,Yes,Yes,3,Intermediate,95,No,No,Yes,Programming,2,Machine Learning,Single,No,Bachelor,No,No,106,20000,6.71,1,No,0.0
454,2019,Male,24,2017,BCSE,10,No,2,1,Offline,Yes,Yes,3,Intermediate,80,No,No,Yes,Programming,5,Software,Single,Yes,Family,No,No,106,65000,7.9,4,No,0.0
455,2020,Male,21,2019,BCSE,8,No,1,1,Online,Yes,Yes,1,Advance,85,No,No,Yes,Web development,1,NETWORKING,Relationship,No,Bachelor,Yes,No,85,25000,7.08,1,Yes,25.32
456,2021,Female,21,2020,BCSE,3,Yes,3,2,Offline,Yes,Yes,2,Intermediate,88,No,No,No,Programming,2,Software,Single,No,Family,No,No,25,40000,6.87,0,Yes,27.38
457,2021,Male,20,2020,BCSE,3,Yes,2,2,Online,Yes,Yes,4,Intermediate,99,No,No,Yes,Programming,2,Software,Relationship,Yes,Bachelor,No,No,23,50000,7.41,4,No,0.0
458,2021,Male,21,2019,BCSE,5,No,1,2,Offline,Yes,Yes,1,Intermediate,94-98,No,Yes,Yes,Programming,1,Hardware,Single,Yes,Bachelor,No,No,44,15000,6.67,1,Yes,28.21
459,2021,Male,22,2020,BCSE,4,Yes,3,2,Offline,Yes,Yes,2,Intermediate,90,Yes,No,Yes,Web development,4,Software,Single,No,Bachelor,No,No,32,60000,7.06,2,Yes,24.64
460,2021,Female,21,2019,BCSE,3,Yes,4,3,Online,Yes,Yes,1,Intermediate,99,No,No,No,Programming,2,Software,Single,No,Family,No,No,25,35000,6.54,0,Yes,21.2
461,2022,Male,20,2020,BCSE,2,No,5,3,Offline,Yes,No,1,Basic,88,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,No,11,35000,9.07,0,Yes,3.15
462,2020,Female,22,2018,BCSE,8,No,4,2,Offline,Yes,Yes,2,Intermediate,98,No,No,No,Programming,2,Software,Single,No,Family,No,No,65,25000,7.53,0,Yes,15.58
463,2022,Female,20,2020,BCSE,2,Yes,2,1,Offline,Yes,Yes,2,Basic,95,No,No,Yes,Networking,1,Software,Single,No,Family,Yes,No,11,35000,6.94,2,Yes,18.42
464,2022,Male,21,2020,BCSE,2,Yes,1,1,Offline,Yes,Yes,4,Intermediate,90,No,No,No,Networking,2,Machine Learning,Single,Yes,Bachelor,Yes,No,12,25000,7.67,2,Yes,11.21
465,2020,Female,21,2019,BCSE,8,No,3,1,Offline,Yes,Yes,3,Intermediate,97,No,No,No,Web development,1,Data Science,Single,Yes,Family,No,No,87,150000,7.41,3,Yes,11.59
466,2018,Male,26,2018,BCSE,12,No,8,2,Online,Yes,Yes,2,Intermediate,90,Yes,Yes,Yes,Web development,5,Software,Single,Yes,Bachelor,No,No,90,20000,7.32,1,Yes,28.95
467,2021,Male,21,2020,BCSE,3,Yes,4,2,Offline,Yes,Yes,1,Intermediate,98,No,No,Yes,Web development,1,Software,Single,No,Family,No,No,23,25000,7.99,3,Yes,27.08
468,2022,Female,21,2019,BCSE,2,Yes,2,2,Offline,Yes,Yes,1,Intermediate,100,No,No,No,Programming,2,Software,Single,No,Family,No,No,11,50000,8.11,1,No,0.0
469,2022,Male,21,2020,BCSE,2,Yes,5,1,Online,Yes,Yes,12,Basic,98,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,Yes,No,12,62488,7.08,2,Yes,25.93
470,2022,Female,20,2020,BCSE,2,No,3,3,Offline,Yes,Yes,2,Basic,97,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,No,11,35000,7.04,2,Yes,13.96
471,2022,Male,20,2020,BCSE,2,Yes,4,2,Offline,Yes,No,3,Intermediate,90,No,No,Yes,Web development,1,Software,Single,Yes,Family,No,No,11,25000,7.28,3,No,0.0
472,2022,Female,21,2020,BCSE,1,Yes,2,2,Offline,Yes,No,1,Basic,100,No,No,No,Web development,1,Software,Single,No,Bachelor,No,No,11,60000,5.66,4,Yes,3.37
473,2022,Male,22,2019,BCSE,2,Yes,1,1,Online,Yes,Yes,2,Intermediate,70,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,No,11,400000,6.29,3,Yes,5.17
474,2022,Female,23,2021,BCSE,2,Yes,1,2,Offline,Yes,No,3,Intermediate,90,No,No,No,Web development,0,Software,Engaged,Yes,Family,Yes,No,11,25000,8.59,1,Yes,11.43
475,2022,Male,20,2020,BCSE,2,Yes,8,2,Offline,Yes,Yes,8,Basic,90,No,No,No,Programming,2,Software,Single,Yes,Bachelor,No,No,12,30000,8.82,3,No,0.0
476,2021,Female,21,2020,BCSE,3,Yes,3,1,Offline,Yes,No,3,Intermediate,70,No,No,Yes,Programming,5,Software,Single,No,Family,Yes,No,23,15000,7.3,0,Yes,3.43
477,2021,Female,20,2019,BCSE,2,No,3,2,Online,Yes,No,2,Intermediate,95,No,No,Yes,Programming,1,Software,Single,No,Bachelor,Yes,No,11,30000,7.96,1,Yes,3.46
478,2021,Female,20,2016,BCSE,3,Yes,2,1,Offline,Yes,No,1,Advance,75,No,No,Yes,Programming,1,NETWORKING,Single,Yes,Family,No,No,25,20000,7.75,1,No,0.0
479,2021,Male,21,2020,BCSE,3,No,2,2,Offline,Yes,Yes,3,Intermediate,88,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,No,20,25000,9.96,4,Yes,27.75
480,2021,Male,19,2020,BCSE,3,Yes,2,1,Offline,Yes,Yes,3,Intermediate,90,No,No,No,Programming,1,NETWORKING,Single,Yes,Family,Yes,No,24,35000,8.4,2,Yes,22.07
481,2022,Male,20,2020,BCSE,2,Yes,3,1,Offline,Yes,Yes,3,Basic,90,No,No,No,Programming,2,Software,Single,No,Bachelor,No,No,11,50000,7.4,1,Yes,11.34
482,2022,Male,22,2019,BCSE,1,No,2,2,Online,Yes,Yes,2,Intermediate,95,No,No,Yes,"videography, video editing",2,Software,Single,Yes,Family,Yes,No,0,62488,6.74,2,Yes,6.58
483,2022,Male,20,2020,BCSE,2,No,5,2,Offline,Yes,Yes,1,Basic,90,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,No,12,20000,6.21,3,Yes,16.81
484,2021,Male,22,2019,BCSE,5,No,0,0,Online,Yes,Yes,3,Basic,100,No,No,No,Web development,6,Software,Single,No,Family,No,No,49,30000,7.66,0,Yes,3.14
485,2022,Male,20,2020,BCSE,2,No,2,3,Offline,Yes,No,1,Basic,95,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,No,12,25000,6.89,4,No,0.0
486,2022,Male,21,2020,BCSE,2,Yes,3,2,Online,Yes,Yes,5,Advance,90,No,No,Yes,Programming,0,Software,Single,Yes,Family,No,No,12,30000,6.36,2,Yes,28.34
487,2022,Female,19,2020,BCSE,1,No,1,2,Offline,Yes,No,3,Basic,98,No,No,No,No skills,2,Software,Single,No,Family,No,No,0,20000,6.98,1,Yes,14.2
488,2022,Male,20,2020,BCSE,1,Yes,4,2,Offline,Yes,Yes,3,Basic,96,Yes,Yes,Yes,Programming,2,Software,Single,No,Bachelor,No,No,12,20000,6.63,2,Yes,13.86
489,2018,Male,22,2018,BCSE,11,No,1,1,Offline,Yes,Yes,2,Intermediate,80,No,No,Yes,Web development,3,Software,Single,Yes,Bachelor,No,No,132,40000,8.85,1,Yes,13.55
490,2019,Female,20,2019,BCSE,8,Yes,6,2,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,Web development,2,Software,Single,Yes,Family,No,No,85,100000,8.21,2,Yes,4.87
491,2020,Male,22,2019,BCSE,7,Yes,0,2,Offline,Yes,Yes,6,Intermediate,60,No,No,No,Nothing properly,0,Software,Single,No,Family,No,No,87,40000,7.49,1,No,0.0
492,2022,Male,23,2019,BCSE,1,Yes,2,1,Offline,Yes,Yes,8,Basic,100,No,No,No,Networking,1,Software,Single,No,Family,No,No,0,40000,8.68,3,Yes,20.23
493,2022,Female,19,2020,BCSE,2,Yes,2,1,Offline,Yes,Yes,1,Basic,100,No,No,No,Programming,1,Software,Single,Yes,Family,No,No,11,70000,7.56,1,No,0.0
494,2022,Female,20,2020,BCSE,1,Yes,2,1,Offline,Yes,No,7,Intermediate,100,No,No,Yes,Networking,1,Software,Single,Yes,Family,No,No,0,15000,6.81,1,No,0.0
495,2021,Female,26,2014,BCSE,3,Yes,4,3,Offline,Yes,Yes,3,Basic,50,No,No,No,Programming,1,Software,Married,No,Family,No,No,23,80000,8.72,0,Yes,22.79
496,2022,Male,20,2020,BCSE,2,Yes,3,1,Offline,Yes,Yes,2,Basic,10,No,No,No,Programming,1,Cyber Security,Single,No,Family,No,No,14,24000,7.93,1,No,0.0
497,2022,Male,19,2020,BCSE,1,Yes,1,2,Online,Yes,Yes,3,Intermediate,100,No,No,Yes,,2,Software,Single,No,Family,No,No,0,20000,6.67,0,Yes,21.26
498,2022,Male,19,2020,BCSE,2,Yes,5,2,Offline,Yes,Yes,2,Intermediate,98,Yes,No,Yes,Programming,2,Software,Single,Yes,Family,No,No,11,35000,7.35,4,Yes,6.74
499,2022,Male,20,2020,BCSE,2,Yes,4,3,Online,Yes,Yes,2,Basic,100,No,No,No,Programming,2,Software,Single,No,Family,No,No,12,50000,6.8,0,Yes,18.63
500,2021,Female,19,2020,BCSE,2,No,3,2,Offline,Yes,No,2,Intermediate,98,No,No,No,Programming,1,Software,Single,No,Family,Yes,Yes,11,25000,6.39,3,Yes,18.38
501,2022,Male,19,2020,BCSE,2,Yes,3,1,Offline,Yes,Yes,3,Intermediate,100,Yes,No,Yes,Programming,1,confuse,Married,No,Family,No,No,10,62488,8.24,0,Yes,26.45
502,2022,Male,20,2020,BCSE,2,Yes,3,2,Online,Yes,Yes,3,Basic,85,No,No,No,Programming,2,Artificial Intelligence,Single,No,Family,No,No,11,30000,9.03,4,Yes,13.24
503,2022,Male,22,2019,BCSE,2,No,2,1,Offline,Yes,Yes,3,Basic,95,Yes,No,No,Web development,1,Software,Engaged,Yes,Bachelor,Yes,No,11,40000,6.38,3,Yes,13.03
504,2022,Male,20,2020,BCSE,2,No,2,2,Offline,Yes,No,4,Intermediate,98,No,No,Yes,No skill,2,Software,Single,No,Family,No,No,11,35000,7.95,2,Yes,19.7
505,2022,Male,20,2020,BCSE,2,Yes,2,2,Offline,Yes,Yes,1,Intermediate,92,No,No,No,Web development,4,Software,Single,No,Bachelor,No,No,11,25000,6.98,2,Yes,20.09
506,2018,Female,22,2017,BCSE,12,No,5,2,Offline,Yes,Yes,4,Intermediate,99,No,No,No,Web development,1,Software,Single,Yes,Family,No,No,100,30000,7.11,0,No,0.0
507,2022,Male,19,2020,BCSE,2,Yes,1,1,Online,Yes,Yes,2,Basic,90,Yes,No,No,Programming,1,Software,Single,No,Bachelor,Yes,No,11,60000,7.03,0,No,0.0
508,2022,Male,18,2020,BCSE,2,Yes,6,3,Offline,Yes,Yes,2,Basic,95,No,No,Yes,Web development,2,Software,Single,No,Family,No,No,12,25000,6.81,4,Yes,15.67
509,2022,Male,20,2020,BCSE,2,Yes,3,2,Offline,Yes,Yes,4,Basic,95,Yes,No,No,Web development,3,Web developing,Single,No,Family,No,No,11,25000,7.54,4,Yes,14.96
510,2021,Male,21,2019,BCSE,2,No,2,3,Online,Yes,Yes,2,Basic,90,No,No,Yes,Web development,4,Software,Single,No,Bachelor,No,No,11,40000,6.84,1,No,0.0
511,2021,Male,21,2019,BCSE,2,Yes,3,2,Online,Yes,Yes,2,Basic,90,Yes,No,Yes,Programming,2,Software,Single,No,Bachelor,No,No,5,50000,7.72,4,No,0.0
512,2022,Male,19,2020,BCSE,2,Yes,2,1,Offline,Yes,Yes,1,Intermediate,88,No,No,Yes,Web development,2,Software,Single,No,Family,No,No,11,40000,7.46,1,No,0.0
513,2022,Male,20,2020,BCSE,2,Yes,3,2,Online,Yes,Yes,2,Intermediate,100,No,No,Yes,Programming,1,Software,Single,No,Bachelor,No,No,12,30000,7.31,3,Yes,16.34
514,2022,Male,21,2020,BCSE,2,Yes,4,2,Online,Yes,Yes,1,Intermediate,100,No,No,Yes,Programming,1,Software,Single,Yes,Family,Yes,No,11,35000,6.77,0,Yes,26.25
515,2022,Female,18,2020,BCSE,2,Yes,2,2,Online,Yes,Yes,1,Intermediate,100,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,No,11,14000,7.04,3,Yes,15.45
516,2022,Male,20,2020,BCSE,2,Yes,1,1,Offline,Yes,Yes,4,Basic,88,No,No,No,Programming,3,Software,Single,No,Bachelor,No,No,11,62488,8.1,4,Yes,28.38
517,2022,Male,19,2020,BCSE,2,No,3,2,Online,Yes,Yes,4,Intermediate,95,Yes,No,No,Programming,6,Software,Single,No,Bachelor,No,No,12,10000,7.9,3,No,0.0
518,2022,Male,20,2020,BCSE,2,Yes,3,2,Offline,Yes,Yes,5,Basic,90,No,No,Yes,Programming,1,Software,Single,Yes,Bachelor,No,No,12,25000,6.72,3,No,0.0
519,2019,Male,24,2017,BCSE,11,Yes,7,1,Offline,Yes,Yes,1,Intermediate,90,No,No,No,Web development,5,Software,Relationship,Yes,Bachelor,No,No,139,30000,7.58,3,Yes,16.61
520,2022,Male,21,2020,BCSE,2,No,1,2,Online,Yes,Yes,4,Advance,85,No,No,Yes,Cyber security,0,Software,Single,No,Bachelor,No,No,12,50000,8.1,4,No,0.0
521,2021,Male,21,2020,BCSE,2,Yes,6,3,Online,Yes,Yes,2,Intermediate,98,No,No,Yes,Programming,3,Software,Single,No,Bachelor,Yes,No,13,25000,6.16,3,Yes,28.63
522,2021,Male,21,2020,BCSE,2,No,3,3,Online,Yes,Yes,1,Intermediate,97,No,No,Yes,Programming,3,Machine Learning,Single,No,Bachelor,Yes,No,13,33000,7.93,1,Yes,25.49
523,2020,Female,20,2019,BCSE,2,Yes,3,2,Offline,Yes,Yes,4,Basic,90,Yes,No,No,Programming,2,Hardware,Single,No,Family,No,No,11,60000,6.97,4,Yes,12.79
524,2022,Male,20,2020,BCSE,2,Yes,3,1,Offline,Yes,Yes,3,Basic,70,Yes,Yes,Yes,Programming,2,Software,Single,No,Bachelor,No,No,11,40000,7.96,3,No,0.0
525,2019,Female,22,2018,BCSE,11,No,2,1,Offline,Yes,Yes,2,Intermediate,99,Yes,No,No,Programming,1,Software,Single,No,Family,No,No,113,60000,6.89,4,Yes,26.32
526,2019,Female,22,2018,BCSE,12,No,2,1,Offline,Yes,No,3,Intermediate,70,No,No,No,Web development,2,Machine Learning,Engaged,No,Family,No,No,141,70000,6.06,2,No,0.0
527,2020,Male,22,2020,BCSE,3,Yes,3,2,Offline,Yes,Yes,4,Intermediate,37,No,No,Yes,Programming,1,Artificial Intelligence,Single,Yes,Family,No,Yes,27,25000,6.2,1,No,0.0
528,2021,Male,19,2020,BCSE,2,No,3,2,Offline,Yes,No,3,Basic,85,No,No,No,Programming,2,Software,Single,No,Family,No,No,11,62488,7.54,3,Yes,5.97
529,2021,Male,21,2019,BCSE,3,Yes,4,2,Offline,Yes,Yes,3,Intermediate,80,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,No,21,25000,7.71,2,Yes,27.98
530,2022,Male,20,2020,BCSE,2,Yes,3,1,Offline,Yes,Yes,2,Basic,95,No,No,No,Programming,4,Software,Single,No,Bachelor,No,No,11,21000,6.78,2,No,0.0
531,2021,Male,24,2020,BCSE,3,Yes,3,2,Offline,Yes,Yes,1,Basic,90,No,No,Yes,Programming,2,Software,Single,No,Family,No,No,23,13000,8.01,4,Yes,20.05
532,2019,Female,23,2016,BCSE,11,Yes,2,1,Offline,Yes,Yes,2,Basic,70,No,No,No,Nothing,0,Software,Engaged,No,Bachelor,No,No,116,30000,6.17,2,No,0.0
533,2022,Female,20,2021,BCSE,2,No,5,2,Online,Yes,Yes,2,Basic,90,Yes,No,Yes,Web development,1,Software,Single,No,Family,No,No,11,60000,7.45,1,No,0.0
534,2022,Female,21,2020,BCSE,2,No,7,2,Offline,Yes,No,1,Intermediate,100,No,No,No,Programming,2,Software,Single,Yes,Family,Yes,No,12,15000,6.53,1,Yes,4.47
535,2019,Female,22,2018,BCSE,11,No,2,2,Online,Yes,Yes,1,Intermediate,90,No,No,No,Web development,2,Software,Single,No,Family,No,No,126,20000,6.98,0,Yes,20.39
536,2022,Male,23,2020,BCSE,2,No,6,2,Online,Yes,Yes,1,Intermediate,100,No,No,No,Programming,2,Software,Single,Yes,Family,No,No,12,30000,7.54,1,No,0.0
537,2020,Male,21,2018,BCSE,8,No,4,2,Offline,Yes,Yes,1,Intermediate,90,Yes,No,No,Web development,2,Software,Single,Yes,Family,No,No,71,35000,6.81,2,Yes,29.3
538,2021,Female,26,2014,BCSE,3,Yes,5,3,Offline,Yes,Yes,3,Basic,50,No,No,No,Programming,2,Software,Married,No,Family,No,No,23,80000,7.19,1,Yes,4.88
539,2022,Male,22,2020,BCSE,2,Yes,2,1,Online,Yes,Yes,2,Intermediate,90,No,No,Yes,Its on learning phase,3,Software,Single,No,Family,No,No,12,55000,8.31,4,Yes,17.98
540,2021,Female,20,2020,BCSE,2,No,5,2,Offline,Yes,Yes,2,Basic,99,No,No,No,Programming,1,Machine Learning,Single,No,Family,No,No,11,20000,7.04,0,Yes,23.19
541,2022,Male,20,2020,BCSE,2,Yes,3,3,Offline,Yes,Yes,3,Intermediate,95,Yes,No,Yes,Programming,1,Software,Single,No,Bachelor,No,No,12,30000,8.17,2,No,0.0
542,2022,Female,20,2019,BCSE,2,No,2,2,Offline,Yes,Yes,2,Intermediate,90,No,No,Yes,Graphics designing,1,Software,Single,Yes,Family,No,No,12,30000,6.6,0,No,0.0
543,2022,Male,20,2020,BCSE,2,Yes,4,1,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Programming,2,Software,Single,Yes,Family,Yes,No,11,20000,7.92,2,Yes,24.88
544,2022,Male,22,2020,BCSE,2,Yes,3,2,Offline,Yes,Yes,2,Intermediate,98,Yes,No,Yes,Programming,1,Software,Single,No,Family,No,No,11,100000,8.65,4,Yes,14.17
545,2021,Male,21,2019,BCSE,3,Yes,4,4,Online,Yes,Yes,2,Intermediate,95,No,No,Yes,Web development,3,Software,Single,Yes,Bachelor,Yes,Yes,26,35000,5.52,0,Yes,8.51
546,2022,Female,22,2020,BCSE,2,Yes,3,2,Online,Yes,Yes,1,Intermediate,95,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,No,11,20000,6.86,3,No,0.0
547,2022,Female,21,2020,BCSE,2,Yes,4,2,Offline,Yes,Yes,3,Basic,100,No,No,Yes,Programming,2,Software,Single,No,Family,No,No,11,35000,7.96,2,Yes,4.14
548,2022,Male,21,2020,BCSE,2,Yes,4,2,Offline,Yes,Yes,3,Basic,100,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,No,11,35000,7.34,3,Yes,18.65
